notion_id,recipe_name,raw_text,amount,unit,name,prep_note,optional,group_label,order_index
30203a80-9ca1-8059-9445-e73e553faf9b,Pollo Asado,Juice of 1 lime (2 tbsp lime juice),,,juice of 1 lime,2 tbsp lime juice,FALSE,,3
30203a80-9ca1-8059-9445-e73e553faf9b,Pollo Asado,2 tbsp soy sauce,2,tbsp,soy sauce,,FALSE,,4
30203a80-9ca1-8059-9445-e73e553faf9b,Pollo Asado,1 tsp smoked paprika,1,tsp,smoked paprika,,FALSE,,5
30203a80-9ca1-8059-9445-e73e553faf9b,Pollo Asado,1 tsp cumin,1,tsp,cumin,,FALSE,,6
30203a80-9ca1-8059-9445-e73e553faf9b,Pollo Asado,1 tsp oregano,1,tsp,oregano,,FALSE,,7
30203a80-9ca1-8059-9445-e73e553faf9b,Pollo Asado,"1 tsp salt, or to taste",1,tsp,salt,or to taste,FALSE,,8
30203a80-9ca1-8059-9445-e73e553faf9b,Pollo Asado,1/2 teaspoon garlic powder,2-Jan,,teaspoon garlic powder,,FALSE,,9
30203a80-9ca1-8059-9445-e73e553faf9b,Pollo Asado,1/2 teaspoon onion powder,2-Jan,,teaspoon onion powder,,FALSE,,10
30203a80-9ca1-8059-9445-e73e553faf9b,Pollo Asado,1/4 teaspoon cayenne (or more to taste),4-Jan,,teaspoon cayenne,or more to taste,FALSE,,11
30203a80-9ca1-8059-9445-e73e553faf9b,Pollo Asado,1/2 teaspoon black pepper,2-Jan,,teaspoon black pepper,,FALSE,,12
30203a80-9ca1-809c-b5df-d01d6309a67d,Lemon Herb Garlic,1 1/2 protein,1,,1/2 protein,,FALSE,,0
30203a80-9ca1-809c-b5df-d01d6309a67d,Lemon Herb Garlic,1/4 cup plain whole milk yogurt,4-Jan,cup,plain whole milk yogurt,,FALSE,,1
30203a80-9ca1-809c-b5df-d01d6309a67d,Lemon Herb Garlic,2 tbsp olive oil,2,tbsp,olive oil,,FALSE,,2
30203a80-9ca1-809c-b5df-d01d6309a67d,Lemon Herb Garlic,1 tbsp lemon juice,1,tbsp,lemon juice,,FALSE,,3
30203a80-9ca1-809c-b5df-d01d6309a67d,Lemon Herb Garlic,1 tbsp chopped cilantro,1,tbsp,chopped cilantro,,FALSE,,4
30203a80-9ca1-809c-b5df-d01d6309a67d,Lemon Herb Garlic,1 tbsp chopped parsley,1,tbsp,chopped parsley,,FALSE,,5
30203a80-9ca1-809c-b5df-d01d6309a67d,Lemon Herb Garlic,1/2 tbsp yellow mustard,2-Jan,tbsp,yellow mustard,,FALSE,,6
30203a80-9ca1-809c-b5df-d01d6309a67d,Lemon Herb Garlic,4 tbsp toum (or 2 tbsp minced garlic),4,tbsp,toum,or 2 tbsp minced garlic,FALSE,,7
30203a80-9ca1-809c-b5df-d01d6309a67d,Lemon Herb Garlic,1 tsp salt,1,tsp,salt,,FALSE,,8
30203a80-9ca1-809c-b5df-d01d6309a67d,Lemon Herb Garlic,1/2 tsp black pepper,2-Jan,tsp,black pepper,,FALSE,,9
30203a80-9ca1-80a0-b2b4-d5ce9541b216,Spicy Shawarma,1 1/2 pounds protein,1,,1/2 pounds protein,,FALSE,,0
30203a80-9ca1-80a0-b2b4-d5ce9541b216,Spicy Shawarma,2 tbsp olive oil,2,tbsp,olive oil,,FALSE,,1
30203a80-9ca1-80a0-b2b4-d5ce9541b216,Spicy Shawarma,2 tbsp harissa,2,tbsp,harissa,,FALSE,,2
30203a80-9ca1-80a0-b2b4-d5ce9541b216,Spicy Shawarma,1 tbsp tomato paste,1,tbsp,tomato paste,,FALSE,,3
30203a80-9ca1-80a0-b2b4-d5ce9541b216,Spicy Shawarma,2 tsp minced garlic,2,tsp,minced garlic,,FALSE,,4
30203a80-9ca1-80a0-b2b4-d5ce9541b216,Spicy Shawarma,2 tsp allspice,2,tsp,allspice,,FALSE,,5
30203a80-9ca1-80a0-b2b4-d5ce9541b216,Spicy Shawarma,1 tsp coriander,1,tsp,coriander,,FALSE,,6
30203a80-9ca1-80a0-b2b4-d5ce9541b216,Spicy Shawarma,1 tsp paprika,1,tsp,paprika,,FALSE,,7
30203a80-9ca1-80a0-b2b4-d5ce9541b216,Spicy Shawarma,1 tsp cumin,1,tsp,cumin,,FALSE,,8
30203a80-9ca1-80a0-b2b4-d5ce9541b216,Spicy Shawarma,"1 tsp salt, or to taste",1,tsp,salt,or to taste,FALSE,,9
30203a80-9ca1-80a0-b2b4-d5ce9541b216,Spicy Shawarma,1 tsp za’atar,1,tsp,za’atar,,FALSE,,10
30203a80-9ca1-80a0-b2b4-d5ce9541b216,Spicy Shawarma,1/4 tsp black pepper,4-Jan,tsp,black pepper,,FALSE,,11
30203a80-9ca1-80a0-b2b4-d5ce9541b216,Spicy Shawarma,1/4 tsp turmeric,4-Jan,tsp,turmeric,,FALSE,,12
30c03a80-9ca1-8044-8c65-c70c94017218,Spicy Salmon Crispy Rice,Sushi Rice,,,sushi rice,,FALSE,,0
30c03a80-9ca1-8044-8c65-c70c94017218,Spicy Salmon Crispy Rice,Spicy Salmon,,,spicy salmon,,FALSE,,1
30c03a80-9ca1-8044-8c65-c70c94017218,Spicy Salmon Crispy Rice,Toppings:,,,toppings:,,FALSE,,2
30c03a80-9ca1-808d-8223-c1755a962b45,Creamy Brie Pasta,120g dry pasta,120,g,dry pasta,,FALSE,,0
30c03a80-9ca1-808d-8223-c1755a962b45,Creamy Brie Pasta,"120g brie, rind removed, cut into chunks",120,g,brie,"rind removed, cut into chunks",FALSE,,1
30c03a80-9ca1-808d-8223-c1755a962b45,Creamy Brie Pasta,2 cloves garlic,2,cloves,garlic,,FALSE,,2
30c03a80-9ca1-808d-8223-c1755a962b45,Creamy Brie Pasta,"25 cherry tomatoes, halved",25,,cherry tomatoes,halved,FALSE,,3
30c03a80-9ca1-808d-8223-c1755a962b45,Creamy Brie Pasta,1 tsp salt,1,tsp,salt,,FALSE,,4
30c03a80-9ca1-808d-8223-c1755a962b45,Creamy Brie Pasta,"2 tbsp parsley, chopped",2,tbsp,parsley,chopped,FALSE,,5
30c03a80-9ca1-808d-8223-c1755a962b45,Creamy Brie Pasta,1 tsp oil,1,tsp,oil,,FALSE,,6
30c03a80-9ca1-808d-8223-c1755a962b45,Creamy Brie Pasta,Optional Topping: 3 tbsp feta cheese,3,tbsp,feta cheese,,TRUE,Topping,7
30c03a80-9ca1-80ca-98d5-e8467f32c21b,Spicy Tuna Melt,1 slice of Sourdough bread,1,slice,sourdough bread,,FALSE,,0
30c03a80-9ca1-80ca-98d5-e8467f32c21b,Spicy Tuna Melt,30g of cheese,30,g,cheese,,FALSE,,1
30c03a80-9ca1-80ca-98d5-e8467f32c21b,Spicy Tuna Melt,"10g butter, room temp",10,g,butter,room temp,FALSE,,2
30c03a80-9ca1-80ca-98d5-e8467f32c21b,Spicy Tuna Melt,Tuna Filling,,,tuna filling,,FALSE,,3
30c03a80-9ca1-80f7-bc00-d64f383de2c1,Hyderabadi Marag,750g lamb/mutton (bone in),750,g,lamb/mutton,bone in,FALSE,,0
30c03a80-9ca1-80f7-bc00-d64f383de2c1,Hyderabadi Marag,35 Cashews (optionally use half almonds and half cashews),35,,cashews,optionally use half almonds and half cashews,FALSE,,1
30c03a80-9ca1-80f7-bc00-d64f383de2c1,Hyderabadi Marag,4 tbsp milk,4,tbsp,milk,,FALSE,,2
30c03a80-9ca1-80f7-bc00-d64f383de2c1,Hyderabadi Marag,5 tbsp ghee,5,tbsp,ghee,,FALSE,,3
30c03a80-9ca1-80f7-bc00-d64f383de2c1,Hyderabadi Marag,Half an onion. sliced,,,half an onion. sliced,,FALSE,,4
30c03a80-9ca1-80f7-bc00-d64f383de2c1,Hyderabadi Marag,2 tbsp ginger garlic paste,2,tbsp,ginger garlic paste,,FALSE,,5
30c03a80-9ca1-80f7-bc00-d64f383de2c1,Hyderabadi Marag,"4 green chilies, chopped",4,,green chilies,chopped,FALSE,,6
30c03a80-9ca1-80f7-bc00-d64f383de2c1,Hyderabadi Marag,"Whole spices: 2 small cinnamon sticks, 5 cardamom pods, 3 cloves, 1 tsp whole black peppercorns, 1 tsp black cumin seeds",2,,"small cinnamon sticks, 5 cardamom pods, 3 cloves, 1 tsp whole black peppercorns, 1 tsp black cumin seeds",,FALSE,Whole spices,7
30c03a80-9ca1-80f7-bc00-d64f383de2c1,Hyderabadi Marag,"Powdered Spices:  1/4 tsp turmeric powder, 1 tsp white pepper powder, 1.5 tsp black pepper, 1 tsp garam masala",4-Jan,tsp,"turmeric powder, 1 tsp white pepper powder, 1.5 tsp black pepper, 1 tsp garam masala",,FALSE,Powdered Spices,8
30c03a80-9ca1-80f7-bc00-d64f383de2c1,Hyderabadi Marag,1/2 cup plain yogurt,2-Jan,cup,plain yogurt,,FALSE,,9
30c03a80-9ca1-80f7-bc00-d64f383de2c1,Hyderabadi Marag,3 cups water,3,cups,water,,FALSE,,10
30c03a80-9ca1-80f7-bc00-d64f383de2c1,Hyderabadi Marag,Pinch of saffron,,,pinch of saffron,,FALSE,,11
30c03a80-9ca1-80f7-bc00-d64f383de2c1,Hyderabadi Marag,1/4 cup chopped mint,4-Jan,cup,chopped mint,,FALSE,,12
30c03a80-9ca1-80f7-bc00-d64f383de2c1,Hyderabadi Marag,1/4 cup chopped cilantro,4-Jan,cup,chopped cilantro,,FALSE,,13
31003a80-9ca1-8022-bd14-ca6a427e868b,Keema Sausage Rolls,500 g lamb mince,500,g,lamb mince,,FALSE,,0
31003a80-9ca1-8022-bd14-ca6a427e868b,Keema Sausage Rolls,"1 red onion, finely chopped",1,,red onion,finely chopped,FALSE,,1
31003a80-9ca1-8022-bd14-ca6a427e868b,Keema Sausage Rolls,"Spices: 2 tbsp ginger garlic paste, 1 tbsp chilli powder, 1 tsp ground coriander, 1 tsp cumin seeds, 1 tsp fennel seeds, 1 tsp pepper",2,tbsp,"ginger garlic paste, 1 tbsp chilli powder, 1 tsp ground coriander, 1 tsp cumin seeds, 1 tsp fennel seeds, 1 tsp pepper",,FALSE,Spices,2
31003a80-9ca1-8022-bd14-ca6a427e868b,Keema Sausage Rolls,1 egg,1,,egg,,FALSE,,3
31003a80-9ca1-8022-bd14-ca6a427e868b,Keema Sausage Rolls,½ cup peas (fresh or frozen),½,cup,peas,fresh or frozen,FALSE,,4
31003a80-9ca1-8022-bd14-ca6a427e868b,Keema Sausage Rolls,"Salt, to taste",,,salt,,FALSE,,5
31003a80-9ca1-8022-bd14-ca6a427e868b,Keema Sausage Rolls,"Salt, to taste",to taste,,to taste,to taste,FALSE,,5.01
31003a80-9ca1-8022-bd14-ca6a427e868b,Keema Sausage Rolls,320 g puff pastry,320,g,puff pastry,,FALSE,,6
31003a80-9ca1-8022-bd14-ca6a427e868b,Keema Sausage Rolls,Topping: Cumin seeds or black mustard seeds or sesame seeds,,,cumin seeds,,FALSE,Topping,7
31003a80-9ca1-8046-9d61-d37f67a630a3,Bolognese,1 tsp vegetable oil,1,tsp,vegetable oil,,FALSE,,0
31003a80-9ca1-8046-9d61-d37f67a630a3,Bolognese,1 tbsp butter for cooking + 1 tsp for tossing,1,tbsp,butter for cooking,,FALSE,,1
31003a80-9ca1-8046-9d61-d37f67a630a3,Bolognese,1 tbsp butter for cooking + 1 tsp for tossing,1,tsp,for tossing,,FALSE,,1.01
31003a80-9ca1-8046-9d61-d37f67a630a3,Bolognese,"1/4 onion, diced",4-Jan,,onion,diced,FALSE,,2
31003a80-9ca1-8046-9d61-d37f67a630a3,Bolognese,"1 stalk celery, chopped",1,stalk,celery,chopped,FALSE,,3
31003a80-9ca1-8046-9d61-d37f67a630a3,Bolognese,"1 carrot, chopped",1,,carrot,chopped,FALSE,,4
31003a80-9ca1-8046-9d61-d37f67a630a3,Bolognese,150g ground beef chuck,150,g,ground beef chuck,,FALSE,,5
31003a80-9ca1-8046-9d61-d37f67a630a3,Bolognese,80 ml whole milk,80,ml,whole milk,,FALSE,,6
31003a80-9ca1-8046-9d61-d37f67a630a3,Bolognese,80 ml dry white wine,80,ml,dry white wine,,FALSE,,7
31003a80-9ca1-8046-9d61-d37f67a630a3,Bolognese,120g canned plum tomatoes with juice,120,g,canned plum tomatoes with juice,,FALSE,,8
31003a80-9ca1-8046-9d61-d37f67a630a3,Bolognese,"Salt, pepper, nutmeg to taste",,,salt,,FALSE,,9
31003a80-9ca1-8046-9d61-d37f67a630a3,Bolognese,"Salt, pepper, nutmeg to taste",,,pepper,,FALSE,,9.01
31003a80-9ca1-8046-9d61-d37f67a630a3,Bolognese,"Salt, pepper, nutmeg to taste",to taste,,nutmeg,to taste,FALSE,,9.02
31003a80-9ca1-8046-9d61-d37f67a630a3,Bolognese,190g pasta,190,g,pasta,,FALSE,,10
31003a80-9ca1-8066-b78d-c4192bd67de2,Quiche,Crust,,,crust,,FALSE,,0
31003a80-9ca1-8066-b78d-c4192bd67de2,Quiche,Filling,,,filling,,FALSE,,1
31003a80-9ca1-8066-b78d-c4192bd67de2,Quiche,Custard,,,custard,,FALSE,,2
31003a80-9ca1-8078-bfd7-f05d37afbe1c,Korean Marinated Eggs,3 Large eggs,3,,large eggs,,FALSE,,0
31003a80-9ca1-8078-bfd7-f05d37afbe1c,Korean Marinated Eggs,1/2 small yellow onion,2-Jan,,small yellow onion,,FALSE,,1
31003a80-9ca1-8078-bfd7-f05d37afbe1c,Korean Marinated Eggs,1 jalapeno,1,,jalapeno,,FALSE,,2
31003a80-9ca1-8078-bfd7-f05d37afbe1c,Korean Marinated Eggs,3 garlic cloves,3,,garlic cloves,,FALSE,,3
31003a80-9ca1-8078-bfd7-f05d37afbe1c,Korean Marinated Eggs,2 stalk of green onion,2,stalk,green onion,,FALSE,,4
31003a80-9ca1-8078-bfd7-f05d37afbe1c,Korean Marinated Eggs,1/4 cup water,4-Jan,cup,water,,FALSE,,5
31003a80-9ca1-8078-bfd7-f05d37afbe1c,Korean Marinated Eggs,6 tbsp soy sauce,6,tbsp,soy sauce,,FALSE,,6
31003a80-9ca1-8078-bfd7-f05d37afbe1c,Korean Marinated Eggs,2 tbsp dark soy sauce,2,tbsp,dark soy sauce,,FALSE,,7
31003a80-9ca1-8078-bfd7-f05d37afbe1c,Korean Marinated Eggs,1 tbsp gochutgaru,1,tbsp,gochutgaru,,FALSE,,8
31003a80-9ca1-8078-bfd7-f05d37afbe1c,Korean Marinated Eggs,2 tbsp gochujang,2,tbsp,gochujang,,FALSE,,9
31003a80-9ca1-8078-bfd7-f05d37afbe1c,Korean Marinated Eggs,1 tbsp rice vinegar,1,tbsp,rice vinegar,,FALSE,,10
31003a80-9ca1-8078-bfd7-f05d37afbe1c,Korean Marinated Eggs,1 tsp sesame oil,1,tsp,sesame oil,,FALSE,,11
31003a80-9ca1-8078-bfd7-f05d37afbe1c,Korean Marinated Eggs,1 tsp msg,1,tsp,msg,,FALSE,,12
31003a80-9ca1-8078-bfd7-f05d37afbe1c,Korean Marinated Eggs,2 tbsp sesame seeds,2,tbsp,sesame seeds,,FALSE,,13
31003a80-9ca1-8093-8f7b-e714429da635,Perugu Charu,150g greek yogurt,150,g,greek yogurt,,FALSE,,0
31003a80-9ca1-8093-8f7b-e714429da635,Perugu Charu,1/2 cup water,2-Jan,cup,water,,FALSE,,1
31003a80-9ca1-8093-8f7b-e714429da635,Perugu Charu,2 tbsp oil,2,tbsp,oil,,FALSE,,2
31003a80-9ca1-8093-8f7b-e714429da635,Perugu Charu,"Spices: 1/2 tsp mustard seeds, 1/2 tsp cumin seeds, 1 tsp chana dal and urad dal, hing, 2 - 3 dried chilies (ripped), 2 cloves of garlic (sliced), 1 tsp turmeric",2-Jan,tsp,"mustard seeds, 1/2 tsp cumin seeds, 1 tsp chana dal and urad dal, hing, 2 - 3 dried chilies",ripped,FALSE,Spices,3
31003a80-9ca1-8093-8f7b-e714429da635,Perugu Charu,4 - 5 curry leaves,5-Apr,,curry leaves,,FALSE,,4
31003a80-9ca1-8093-8f7b-e714429da635,Perugu Charu,"1/4 onion, sliced",4-Jan,,onion,sliced,FALSE,,5
31003a80-9ca1-8093-8f7b-e714429da635,Perugu Charu,Salt to taste,to taste,,salt,to taste,FALSE,,6
31003a80-9ca1-8093-8f7b-e714429da635,Perugu Charu,Chopped Cilantro,,,chopped cilantro,,FALSE,,7
31003a80-9ca1-80a9-b834-d78072c0ed59,Porcini Ragu,40g dried porcini mushrooms,40,g,dried porcini mushrooms,,FALSE,,0
31003a80-9ca1-80a9-b834-d78072c0ed59,Porcini Ragu,¼ cup olive oil,¼,cup,olive oil,,FALSE,,1
31003a80-9ca1-80a9-b834-d78072c0ed59,Porcini Ragu,"3 garlic cloves, minced",3,,garlic cloves,minced,FALSE,,2
31003a80-9ca1-80a9-b834-d78072c0ed59,Porcini Ragu,½ tsp crushed red pepper,½,tsp,crushed red pepper,,FALSE,,3
31003a80-9ca1-80a9-b834-d78072c0ed59,Porcini Ragu,½ cup finely chopped fresh parsley (set a little aside for topping),½,cup,finely chopped fresh parsley,set a little aside for topping,FALSE,,4
31003a80-9ca1-80a9-b834-d78072c0ed59,Porcini Ragu,1½ tablespoons tomato paste,1½,,tablespoons tomato paste,,FALSE,,5
31003a80-9ca1-80a9-b834-d78072c0ed59,Porcini Ragu,250 grams pasta,250,,grams pasta,,FALSE,,6
31003a80-9ca1-80a9-b834-d78072c0ed59,Porcini Ragu,"1.5 oz Parmesan, very finely grated",1.5,oz,parmesan,very finely grated,FALSE,,7
31003a80-9ca1-80a9-b834-d78072c0ed59,Porcini Ragu,3 tbsp heavy cream (or coconut milk),3,tbsp,heavy cream,or coconut milk,FALSE,,8
31003a80-9ca1-80a9-b834-d78072c0ed59,Porcini Ragu,Salt and black pepper,,,salt and black pepper,,FALSE,,9
31003a80-9ca1-80ad-9531-f6239d5349f7,Chili Oil Poached Chicken,Poached Chicken,,,poached chicken,,FALSE,,0
31003a80-9ca1-80ad-9531-f6239d5349f7,Chili Oil Poached Chicken,Soy Chili Ginger Scallion Oil,,,soy chili ginger scallion oil,,FALSE,,1
31003a80-9ca1-80ad-9531-f6239d5349f7,Chili Oil Poached Chicken,Rice,,,rice,,FALSE,,2
31003a80-9ca1-80ba-a691-e7477898fa34,Lamb Mandi,"1.5 lb bone in lamb shoulder, cut into large pieces (ask butcher)",1.5,lb,"bone in lamb shoulder, cut into large pieces",ask butcher,FALSE,,0
31003a80-9ca1-80ba-a691-e7477898fa34,Lamb Mandi,2 tbsp ghee,2,tbsp,ghee,,FALSE,,1
31003a80-9ca1-80ba-a691-e7477898fa34,Lamb Mandi,"Whole Spices: 1 tsp whole cumin seeds, 2 tsp coriander powder, 1 tsp cinnamon powder, 1 tsp turmeric, 1 tsp black pepper, 1/4 tsp cardamom powder, 2 whole cardamom pods, 2 whole cloves, 1 dried loomi (pierced a few times with a knife)",1,tsp,"whole cumin seeds, 2 tsp coriander powder, 1 tsp cinnamon powder, 1 tsp turmeric, 1 tsp black pepper, 1/4 tsp cardamom powder, 2 whole cardamom pods, 2 whole cloves, 1 dried loomi",pierced a few times with a knife,FALSE,Whole Spices,2
31003a80-9ca1-80ba-a691-e7477898fa34,Lamb Mandi,1 tbsp ginger garlic paste,1,tbsp,ginger garlic paste,,FALSE,,3
31003a80-9ca1-80ba-a691-e7477898fa34,Lamb Mandi,"1 medium onion, sliced",1,,medium onion,sliced,FALSE,,4
31003a80-9ca1-80ba-a691-e7477898fa34,Lamb Mandi,1 tbsp tomato paste,1,tbsp,tomato paste,,FALSE,,5
31003a80-9ca1-80ba-a691-e7477898fa34,Lamb Mandi,1 tbsp vinegar (white or apple cider),1,tbsp,vinegar,white or apple cider,FALSE,,6
31003a80-9ca1-80ba-a691-e7477898fa34,Lamb Mandi,1.25 cups chicken stock,1.25,cups,chicken stock,,FALSE,,7
31003a80-9ca1-80ba-a691-e7477898fa34,Lamb Mandi,"0.75 cups basmati rice, washed and soaked for 30 minutes",0.75,cups,basmati rice,washed and soaked for 30 minutes,FALSE,,8
31003a80-9ca1-80ba-a691-e7477898fa34,Lamb Mandi,"Pinch of saffron, bloomed in ice",,,pinch of saffron,,FALSE,,9
31003a80-9ca1-80ba-a691-e7477898fa34,Lamb Mandi,"Pinch of saffron, bloomed in ice",,,bloomed in ice,,FALSE,,9.01
31003a80-9ca1-80ba-a691-e7477898fa34,Lamb Mandi,"Small bunch of Cilantro, chopped, stems separated",,,small bunch of cilantro,,FALSE,,10
31003a80-9ca1-80ba-a691-e7477898fa34,Lamb Mandi,"Small bunch of Cilantro, chopped, stems separated",,,chopped,,FALSE,,10.01
31003a80-9ca1-80ba-a691-e7477898fa34,Lamb Mandi,"Small bunch of Cilantro, chopped, stems separated",,,stems separated,,FALSE,,10.02
31003a80-9ca1-80c2-80d6-cb25604af766,Shawarma Marinade,1 lb protein,1,lb,protein,,FALSE,,0
31003a80-9ca1-80c2-80d6-cb25604af766,Shawarma Marinade,1/2 cup olive oil,2-Jan,cup,olive oil,,FALSE,,1
31003a80-9ca1-80c2-80d6-cb25604af766,Shawarma Marinade,1 tbsp paprika,1,tbsp,paprika,,FALSE,,2
31003a80-9ca1-80c2-80d6-cb25604af766,Shawarma Marinade,1 tbsp garlic powder,1,tbsp,garlic powder,,FALSE,,3
31003a80-9ca1-80c2-80d6-cb25604af766,Shawarma Marinade,1 tbsp onion powder,1,tbsp,onion powder,,FALSE,,4
31003a80-9ca1-80c2-80d6-cb25604af766,Shawarma Marinade,1/2 tbsp cumin,2-Jan,tbsp,cumin,,FALSE,,5
31003a80-9ca1-80c2-80d6-cb25604af766,Shawarma Marinade,1/4 tbsp coriander powder,4-Jan,tbsp,coriander powder,,FALSE,,6
31003a80-9ca1-80c2-80d6-cb25604af766,Shawarma Marinade,1/2 tsp cayenne,2-Jan,tsp,cayenne,,FALSE,,7
31003a80-9ca1-80c2-80d6-cb25604af766,Shawarma Marinade,1 tsp salt,1,tsp,salt,,FALSE,,8
31003a80-9ca1-80c2-80d6-cb25604af766,Shawarma Marinade,1 tsp black pepper,1,tsp,black pepper,,FALSE,,9
31003a80-9ca1-80c2-80d6-cb25604af766,Shawarma Marinade,1 tbsp plain greek yogurt,1,tbsp,plain greek yogurt,,FALSE,,10
31003a80-9ca1-80c2-80d6-cb25604af766,Shawarma Marinade,1 tbsp lemon juice,1,tbsp,lemon juice,,FALSE,,11
31003a80-9ca1-80d5-b3d9-e57163f7c163,Southwest Marinade,1 lb protein,1,lb,protein,,FALSE,,0
31003a80-9ca1-80d5-b3d9-e57163f7c163,Southwest Marinade,1/2 cup olive oil,2-Jan,cup,olive oil,,FALSE,,1
31003a80-9ca1-80d5-b3d9-e57163f7c163,Southwest Marinade,1 tsp paprika,1,tsp,paprika,,FALSE,,2
31003a80-9ca1-80d5-b3d9-e57163f7c163,Southwest Marinade,1 tsp cumin,1,tsp,cumin,,FALSE,,3
31003a80-9ca1-80d5-b3d9-e57163f7c163,Southwest Marinade,1/2 tsp allspice,2-Jan,tsp,allspice,,FALSE,,4
31003a80-9ca1-80d5-b3d9-e57163f7c163,Southwest Marinade,1 tsp salt,1,tsp,salt,,FALSE,,5
31003a80-9ca1-80d5-b3d9-e57163f7c163,Southwest Marinade,1 tsp cayenne,1,tsp,cayenne,,FALSE,,6
31003a80-9ca1-80d5-b3d9-e57163f7c163,Southwest Marinade,1 tsp garlic powder,1,tsp,garlic powder,,FALSE,,7
31003a80-9ca1-80d5-b3d9-e57163f7c163,Southwest Marinade,2 cloves garlic,2,cloves,garlic,,FALSE,,8
31003a80-9ca1-80d5-b3d9-e57163f7c163,Southwest Marinade,Fresh ground pepper,,,fresh ground pepper,,FALSE,,9
31003a80-9ca1-80fc-8227-f236322ba4c1,Khao Soi,4oz Maesri Khao Soi Curry Paste,4,oz,maesri khao soi curry paste,,FALSE,,0
31003a80-9ca1-80fc-8227-f236322ba4c1,Khao Soi,1 tbsp neutral oil,1,tbsp,neutral oil,,FALSE,,1
31003a80-9ca1-80fc-8227-f236322ba4c1,Khao Soi,1 can low-fat coconut milk,1,can,low-fat coconut milk,,FALSE,,2
31003a80-9ca1-80fc-8227-f236322ba4c1,Khao Soi,1.5 cups water + 2 tsp chicken bouillon,1.5,cups,water,,FALSE,,3
31003a80-9ca1-80fc-8227-f236322ba4c1,Khao Soi,1.5 cups water + 2 tsp chicken bouillon,2,tsp,chicken bouillon,,FALSE,,3.01
31003a80-9ca1-80fc-8227-f236322ba4c1,Khao Soi,0.5 tbsp dark soy sauce,0.5,tbsp,dark soy sauce,,FALSE,,4
31003a80-9ca1-80fc-8227-f236322ba4c1,Khao Soi,1 tbsp soy sauce,1,tbsp,soy sauce,,FALSE,,5
31003a80-9ca1-80fc-8227-f236322ba4c1,Khao Soi,1.5 tbsp brown sugar,1.5,tbsp,brown sugar,,FALSE,,6
31003a80-9ca1-80fc-8227-f236322ba4c1,Khao Soi,2 chicken leg quarters,2,,chicken leg quarters,,FALSE,,7
31003a80-9ca1-80fc-8227-f236322ba4c1,Khao Soi,1.5 tbsp fish sauce,1.5,tbsp,fish sauce,,FALSE,,8
31003a80-9ca1-80fc-8227-f236322ba4c1,Khao Soi,2 tbsp lime juice,2,tbsp,lime juice,,FALSE,,9
31003a80-9ca1-80fc-8227-f236322ba4c1,Khao Soi,8 oz fresh egg or wonton noodles,8,oz,fresh egg,,FALSE,,10
31003a80-9ca1-80fc-8227-f236322ba4c1,Khao Soi,Neutral oil for frying,,,neutral oil for frying,,FALSE,,11
31003a80-9ca1-80fc-8227-f236322ba4c1,Khao Soi,Toppings: Cilantro + green onion,,,cilantro,,FALSE,Toppings,12
31003a80-9ca1-80fc-8227-f236322ba4c1,Khao Soi,Toppings: Cilantro + green onion,,,green onion,,FALSE,Toppings,12.01
31103a80-9ca1-800d-b6f2-db9bee2191c3,Flan,Caramel:,,,caramel:,,FALSE,,0
31103a80-9ca1-800d-b6f2-db9bee2191c3,Flan,Flan Batter,,,flan batter,,FALSE,,1
31103a80-9ca1-801d-9fff-db36e1d4edea,Apple Brie Crostini,Baguette,,,baguette,,FALSE,,0
31103a80-9ca1-801d-9fff-db36e1d4edea,Apple Brie Crostini,Brie Cheese,,,brie cheese,,FALSE,,1
31103a80-9ca1-801d-9fff-db36e1d4edea,Apple Brie Crostini,Apple,,,apple,,FALSE,,2
31103a80-9ca1-801d-9fff-db36e1d4edea,Apple Brie Crostini,Prosciutto,,,prosciutto,,FALSE,,3
31103a80-9ca1-801d-9fff-db36e1d4edea,Apple Brie Crostini,Hot Honey,,,hot honey,,FALSE,,4
31103a80-9ca1-802c-bbad-ed19937e37a0,Charred Corn Bean Salad,200g of shrimp,200,g,shrimp,,FALSE,,0
31103a80-9ca1-802c-bbad-ed19937e37a0,Charred Corn Bean Salad,1 can of corn,1,can,corn,,FALSE,,1
31103a80-9ca1-802c-bbad-ed19937e37a0,Charred Corn Bean Salad,1 can white beans,1,can,white beans,,FALSE,,2
31103a80-9ca1-802c-bbad-ed19937e37a0,Charred Corn Bean Salad,"1 red bell pepper, diced",1,,red bell pepper,diced,FALSE,,3
31103a80-9ca1-802c-bbad-ed19937e37a0,Charred Corn Bean Salad,"1/4 red onion, diced",4-Jan,,red onion,diced,FALSE,,4
31103a80-9ca1-802c-bbad-ed19937e37a0,Charred Corn Bean Salad,"10 - 12 cherry tomatoes, diced",12-Oct,,cherry tomatoes,diced,FALSE,,5
31103a80-9ca1-802c-bbad-ed19937e37a0,Charred Corn Bean Salad,"4 stalks green onion, sliced",4,stalks,green onion,sliced,FALSE,,6
31103a80-9ca1-802c-bbad-ed19937e37a0,Charred Corn Bean Salad,"1/2 bunch cilantro, diced",2-Jan,bunch,cilantro,diced,FALSE,,7
31103a80-9ca1-802c-bbad-ed19937e37a0,Charred Corn Bean Salad,1/4 cup cotija cheese,4-Jan,cup,cotija cheese,,FALSE,,8
