notion_id,recipe_name,raw_text,amount,unit,name,prep_note,optional,group_label,order_index
31103a80-9ca1-802c-bbad-ed19937e37a0,Charred Corn Bean Salad,Grilled Shrimp,,,grilled shrimp,,FALSE,,9
31103a80-9ca1-802c-bbad-ed19937e37a0,Charred Corn Bean Salad,"To Taste: Salt, Lime Juice, Chili Flakes, Smoked Paprika",,,salt,,FALSE,To Taste,10
31103a80-9ca1-802c-bbad-ed19937e37a0,Charred Corn Bean Salad,"To Taste: Salt, Lime Juice, Chili Flakes, Smoked Paprika",,,lime juice,,FALSE,To Taste,10.01
31103a80-9ca1-802c-bbad-ed19937e37a0,Charred Corn Bean Salad,"To Taste: Salt, Lime Juice, Chili Flakes, Smoked Paprika",,,chili flakes,,FALSE,To Taste,10.02
31103a80-9ca1-802c-bbad-ed19937e37a0,Charred Corn Bean Salad,"To Taste: Salt, Lime Juice, Chili Flakes, Smoked Paprika",,,smoked paprika,,FALSE,To Taste,10.03
31103a80-9ca1-802c-bbad-ed19937e37a0,Charred Corn Bean Salad,Dressing:,,,dressing:,,FALSE,,11
31103a80-9ca1-802c-bbad-ed19937e37a0,Charred Corn Bean Salad,Optional: 1/2 Avocado before serving,2-Jan,,avocado before serving,,TRUE,,12
31103a80-9ca1-8059-aa3a-e6050361d925,Rose Noodles/Tteokboki,"1 small onion, diced",1,,small onion,diced,FALSE,,0
31103a80-9ca1-8059-aa3a-e6050361d925,Rose Noodles/Tteokboki,"3 cloves garlic, finely minced",3,cloves,garlic,finely minced,FALSE,,1
31103a80-9ca1-8059-aa3a-e6050361d925,Rose Noodles/Tteokboki,5-6 Korean mini sausages,6-May,,korean mini sausages,,FALSE,,2
31103a80-9ca1-8059-aa3a-e6050361d925,Rose Noodles/Tteokboki,2 tbsp Gochujang,2,tbsp,gochujang,,FALSE,,3
31103a80-9ca1-8059-aa3a-e6050361d925,Rose Noodles/Tteokboki,1 tbsp gochutgaru,1,tbsp,gochutgaru,,FALSE,,4
31103a80-9ca1-8059-aa3a-e6050361d925,Rose Noodles/Tteokboki,1 tbsp soy sauce,1,tbsp,soy sauce,,FALSE,,5
31103a80-9ca1-8059-aa3a-e6050361d925,Rose Noodles/Tteokboki,1 tsp sugar,1,tsp,sugar,,FALSE,,6
31103a80-9ca1-8059-aa3a-e6050361d925,Rose Noodles/Tteokboki,½ cup heavy cream,½,cup,heavy cream,,FALSE,,7
31103a80-9ca1-8059-aa3a-e6050361d925,Rose Noodles/Tteokboki,½ cup milk,½,cup,milk,,FALSE,,8
31103a80-9ca1-8059-aa3a-e6050361d925,Rose Noodles/Tteokboki,40g shredded mozzerella,40,g,shredded mozzerella,,FALSE,,9
31103a80-9ca1-8059-aa3a-e6050361d925,Rose Noodles/Tteokboki,2 serving of noodles or tteokbokki,2,,serving of noodles,,FALSE,,10
31103a80-9ca1-8059-aa3a-e6050361d925,Rose Noodles/Tteokboki,2 Hard Boiled Egg,2,,hard boiled egg,,FALSE,,11
31103a80-9ca1-8059-aa3a-e6050361d925,Rose Noodles/Tteokboki,"1 stalk green onions, sliced",1,stalk,green onions,sliced,FALSE,,12
31103a80-9ca1-80a4-9e5b-f2546361a0df,Halal Cart Rice Bowl,200 g ground meat,200,g,ground meat,,FALSE,,0
31103a80-9ca1-80a4-9e5b-f2546361a0df,Halal Cart Rice Bowl,"Spices: paprika, cumin, coriander, curry powder, cinnamon, salt and pepper",,,paprika,,FALSE,Spices,1
31103a80-9ca1-80a4-9e5b-f2546361a0df,Halal Cart Rice Bowl,"Spices: paprika, cumin, coriander, curry powder, cinnamon, salt and pepper",,,cumin,,FALSE,Spices,1.01
31103a80-9ca1-80a4-9e5b-f2546361a0df,Halal Cart Rice Bowl,"Spices: paprika, cumin, coriander, curry powder, cinnamon, salt and pepper",,,coriander,,FALSE,Spices,1.02
31103a80-9ca1-80a4-9e5b-f2546361a0df,Halal Cart Rice Bowl,"Spices: paprika, cumin, coriander, curry powder, cinnamon, salt and pepper",,,curry powder,,FALSE,Spices,1.03
31103a80-9ca1-80a4-9e5b-f2546361a0df,Halal Cart Rice Bowl,"Spices: paprika, cumin, coriander, curry powder, cinnamon, salt and pepper",,,cinnamon,,FALSE,Spices,1.04
31103a80-9ca1-80a4-9e5b-f2546361a0df,Halal Cart Rice Bowl,"Spices: paprika, cumin, coriander, curry powder, cinnamon, salt and pepper",,,salt and pepper,,FALSE,Spices,1.05
31103a80-9ca1-80a4-9e5b-f2546361a0df,Halal Cart Rice Bowl,1/2 onion,2-Jan,,onion,,FALSE,,2
31103a80-9ca1-80a4-9e5b-f2546361a0df,Halal Cart Rice Bowl,2 - 3 green chilies,3-Feb,,green chilies,,FALSE,,3
31103a80-9ca1-80a4-9e5b-f2546361a0df,Halal Cart Rice Bowl,White Sauce:,,,white sauce:,,FALSE,,4
31103a80-9ca1-80a4-9e5b-f2546361a0df,Halal Cart Rice Bowl,200g cooked rice,200,g,cooked rice,,FALSE,,5
31103a80-9ca1-80c9-a32c-ffffdd367e59,Twice Baked Apple Pie,"1 store-bought apple piece, left at room temp for 30-60 minutes",1,,store-bought apple piece,left at room temp for 30-60 minutes,FALSE,,0
31103a80-9ca1-80c9-a32c-ffffdd367e59,Twice Baked Apple Pie,Optional: 1-2 tbsp bourbon or apple cider,2-Jan,tbsp,bourbon,,TRUE,,1
31103a80-9ca1-80c9-a32c-ffffdd367e59,Twice Baked Apple Pie,Pecan Streusel,,,pecan streusel,,FALSE,,2
31103a80-9ca1-80c9-a32c-ffffdd367e59,Twice Baked Apple Pie,Optional: Vanilla Ice Cream to serve,,,vanilla ice cream to serve,,TRUE,,3
31103a80-9ca1-80cc-8452-d7c52d3e6b67,Soupy Ramen,1 pack of Ramen,1,,pack of ramen,,FALSE,,0
31203a80-9ca1-800e-9f5b-dfaaf8a7a3f4,Spicy Rigatoni,100g guanciale,100,g,guanciale,,FALSE,,0
31203a80-9ca1-800e-9f5b-dfaaf8a7a3f4,Spicy Rigatoni,1 tbsp olive oil,1,tbsp,olive oil,,FALSE,,1
31203a80-9ca1-800e-9f5b-dfaaf8a7a3f4,Spicy Rigatoni,1 Shallot,1,,shallot,,FALSE,,2
31203a80-9ca1-800e-9f5b-dfaaf8a7a3f4,Spicy Rigatoni,2 Cloves of garlic,2,cloves,garlic,,FALSE,,3
31203a80-9ca1-800e-9f5b-dfaaf8a7a3f4,Spicy Rigatoni,1 sprig basil,1,sprig,basil,,FALSE,,4
31203a80-9ca1-800e-9f5b-dfaaf8a7a3f4,Spicy Rigatoni,130g tomato paste,130,g,tomato paste,,FALSE,,5
31203a80-9ca1-800e-9f5b-dfaaf8a7a3f4,Spicy Rigatoni,1 tbsp of gochujang,1,tbsp,gochujang,,FALSE,,6
31203a80-9ca1-800e-9f5b-dfaaf8a7a3f4,Spicy Rigatoni,200g pasta,200,g,pasta,,FALSE,,7
31203a80-9ca1-800e-9f5b-dfaaf8a7a3f4,Spicy Rigatoni,2 tbsp of Vodka,2,tbsp,vodka,,FALSE,,8
31203a80-9ca1-800e-9f5b-dfaaf8a7a3f4,Spicy Rigatoni,230ml of heavy cream,230,ml,heavy cream,,FALSE,,9
31203a80-9ca1-800e-9f5b-dfaaf8a7a3f4,Spicy Rigatoni,2 tbsp butter,2,tbsp,butter,,FALSE,,10
31203a80-9ca1-800e-9f5b-dfaaf8a7a3f4,Spicy Rigatoni,50g mozzarella,50,g,mozzarella,,FALSE,,11
31203a80-9ca1-800e-9f5b-dfaaf8a7a3f4,Spicy Rigatoni,20g Parmesan,20,g,parmesan,,FALSE,,12
31203a80-9ca1-800e-9f5b-dfaaf8a7a3f4,Spicy Rigatoni,Salt to Taste,to taste,,salt,to taste,FALSE,,13
31203a80-9ca1-803e-bf2e-f00db3c7c023,Karaage,Marinade:,,,marinade:,,FALSE,,0
31203a80-9ca1-803e-bf2e-f00db3c7c023,Karaage,1 cup potato starch,1,cup,potato starch,,FALSE,,1
31203a80-9ca1-803e-bf2e-f00db3c7c023,Karaage,1/2 tsp sea salt,2-Jan,tsp,sea salt,,FALSE,,2
31203a80-9ca1-803e-bf2e-f00db3c7c023,Karaage,1 tbsp oil via cooking spray,1,tbsp,oil via cooking spray,,FALSE,,3
31203a80-9ca1-803e-bf2e-f00db3c7c023,Karaage,1 tbsp Kewpie Mayo for Dipping,1,tbsp,kewpie mayo for dipping,,FALSE,,4
31203a80-9ca1-804a-95e1-c106e51f888a,Espresso Martini Jell-o Shots,1.5 cups espresso or cold brew concentrate,1.5,cups,espresso,,FALSE,,0
31203a80-9ca1-804a-95e1-c106e51f888a,Espresso Martini Jell-o Shots,3 packets gelatin,3,,packets gelatin,,FALSE,,1
31203a80-9ca1-804a-95e1-c106e51f888a,Espresso Martini Jell-o Shots,3/4 cup vodka,4-Mar,cup,vodka,,FALSE,,2
31203a80-9ca1-804a-95e1-c106e51f888a,Espresso Martini Jell-o Shots,1/4 cup simple syrup,4-Jan,cup,simple syrup,,FALSE,,3
31203a80-9ca1-804a-95e1-c106e51f888a,Espresso Martini Jell-o Shots,3/4 cup coffee liquor,4-Mar,cup,coffee liquor,,FALSE,,4
31203a80-9ca1-804a-95e1-c106e51f888a,Espresso Martini Jell-o Shots,3/4 cup Baileys,4-Mar,cup,baileys,,FALSE,,5
31203a80-9ca1-804a-95e1-c106e51f888a,Espresso Martini Jell-o Shots,"2 tbsp heavy cream, room temperature",2,tbsp,heavy cream,room temperature,FALSE,,6
31203a80-9ca1-804a-95e1-c106e51f888a,Espresso Martini Jell-o Shots,Topping: Coffee Beans,,,coffee beans,,FALSE,Topping,7
31203a80-9ca1-8079-81d0-c34021e7b1e1,Grapefruit Hugo Spritz,3/4 oz elderflower liqueur,4-Mar,oz,elderflower liqueur,,FALSE,,0
31203a80-9ca1-8079-81d0-c34021e7b1e1,Grapefruit Hugo Spritz,1/2 oz lemon juice,2-Jan,oz,lemon juice,,FALSE,,1
31203a80-9ca1-8079-81d0-c34021e7b1e1,Grapefruit Hugo Spritz,1 oz grapefruit juice,1,oz,grapefruit juice,,FALSE,,2
31203a80-9ca1-8079-81d0-c34021e7b1e1,Grapefruit Hugo Spritz,Handful of mint leaves,,,handful of mint leaves,,FALSE,,3
31203a80-9ca1-8079-81d0-c34021e7b1e1,Grapefruit Hugo Spritz,3 oz prosecco,3,oz,prosecco,,FALSE,,4
31203a80-9ca1-8079-81d0-c34021e7b1e1,Grapefruit Hugo Spritz,Tonic Water and Club Soda,,,tonic water and club soda,,FALSE,,5
31203a80-9ca1-80d1-8105-d4775889923d,Peach Coladas,2 oz blanco tequila,2,oz,blanco tequila,,FALSE,,0
31203a80-9ca1-80d1-8105-d4775889923d,Peach Coladas,1/4 oz cointreau,4-Jan,oz,cointreau,,FALSE,,1
31203a80-9ca1-80d1-8105-d4775889923d,Peach Coladas,1 oz peach nectar,1,oz,peach nectar,,FALSE,,2
31203a80-9ca1-80d1-8105-d4775889923d,Peach Coladas,3/4 oz cream of coconut,4-Mar,oz,cream of coconut,,FALSE,,3
31203a80-9ca1-80d1-8105-d4775889923d,Peach Coladas,1 oz lime juice,1,oz,lime juice,,FALSE,,4
31203a80-9ca1-80d1-8105-d4775889923d,Peach Coladas,Dash of Cinnamon,,,dash of cinnamon,,FALSE,,5
